dps-mir-2b-1	dme-mir-2b-1
dps-mir-2b-1	dme-mir-2b-2
dps-mir-2b-1	dme-mir-2a-1
dps-mir-2b-1	dme-mir-2a-2
dps-mir-2b-1	dme-mir-2c
dps-mir-2b-1	dme-mir-13b-2
dps-mir-2b-1	dme-mir-13a
dps-mir-2b-1	dme-mir-13b-1
dps-mir-2b-2	dme-mir-2b-2
dps-mir-2b-2	dme-mir-2b-1
dps-mir-2b-2	dme-mir-2b-1
dps-mir-2b-2	dme-mir-13a
dps-mir-2b-2	dme-mir-2a-1
dps-mir-2b-2	dme-mir-2a-2
dps-mir-2b-2	dme-mir-2a-2
dps-mir-2b-2	dme-mir-2c
dps-mir-2b-2	dme-mir-13b-2
dps-mir-2b-2	dme-mir-13b-1
dps-mir-2c	dme-mir-2c
dps-mir-2c	dme-mir-2a-1
dps-mir-2c	dme-mir-2a-2
dps-mir-2c	dme-mir-2b-1
dps-mir-2c	dme-mir-2b-2
dps-mir-3	dme-mir-3
dps-mir-304	dme-mir-304
dps-mir-304	dme-mir-1003
dps-mir-305	dme-mir-305
dps-mir-306	dme-mir-306
dps-mir-307a	dme-mir-307a
dps-mir-307a	dme-mir-307b
dps-mir-307b	dme-mir-307a
dps-mir-307b	dme-mir-307b
dps-mir-308	dme-mir-308
dps-mir-308	dme-mir-2498
dps-mir-309	dme-mir-309
dps-mir-314	dme-mir-314
dps-mir-315	dme-mir-315
dps-mir-316	dme-mir-316
dps-mir-317	dme-mir-317
dps-mir-318	dme-mir-318
dps-mir-31a	dme-mir-31a
dps-mir-31a	dme-mir-31b
dps-mir-31a	dme-mir-31b
dps-mir-31b	dme-mir-31b
dps-mir-31b	dme-mir-31b
dps-mir-31b	dme-mir-31a
dps-mir-33	dme-mir-33
dps-mir-34	dme-mir-34
dps-mir-375	dme-mir-375
dps-mir-4	dme-mir-4
dps-mir-4	dme-mir-4911
dps-mir-4	dme-mir-79
dps-mir-5	dme-mir-5
dps-mir-5	dme-mir-2a-2
dps-mir-6-1	dme-mir-6-1
dps-mir-6-1	dme-mir-6-2
dps-mir-6-1	dme-mir-6-3
dps-mir-6-1	dme-mir-994
dps-mir-6-2	dme-mir-6-1
dps-mir-6-2	dme-mir-6-2
dps-mir-6-2	dme-mir-6-2
dps-mir-6-2	dme-mir-6-3
dps-mir-6-2	dme-mir-994
dps-mir-6-3	dme-mir-6-3
dps-mir-6-3	dme-mir-6-1
dps-mir-6-3	dme-mir-6-2
dps-mir-6-3	dme-mir-994
dps-mir-7	dme-mir-7
dps-mir-7	dme_237
dps-mir-79	dme-mir-79
dps-mir-79	dme-mir-9a
dps-mir-79	dme-mir-4
dps-mir-8	dme-mir-8
dps-mir-87	dme-mir-87
dps-mir-87	dme-mir-986
dps-mir-927	dme-mir-927
dps-mir-927	dme-mir-308
dps-mir-929	dme-mir-929
dps-mir-92a	dme-mir-92a
dps-mir-92a	dme-mir-92b
dps-mir-92b	dme-mir-92b
dps-mir-92b	dme-mir-92a
dps-mir-92c	dme-mir-92b
dps-mir-932	dme-mir-932
dps-mir-957	dme-mir-957
dps-mir-958	dme-mir-958
dps-mir-959	dme-mir-959
dps-mir-965	dme-mir-965
dps-mir-968	dme-mir-968
dps-mir-969	dme-mir-969
dps-mir-970	dme-mir-970
dps-mir-970	dme-mir-4968
dps-mir-971	dme-mir-971
dps-mir-980	dme-mir-980
dps-mir-981	dme-mir-981
dps-mir-986	dme-mir-986
dps-mir-987	dme-mir-987
dps-mir-987	dme-mir-1
dps-mir-988	dme-mir-988
dps-mir-989	dme-mir-989
dps-mir-989	dme-mir-989
dps-mir-993	dme-mir-993
dps-mir-993	dme-mir-10
dps-mir-994	dme-mir-994
dps-mir-994	dme-mir-6-2
dps-mir-994	dme-mir-6-1
dps-mir-994	dme-mir-6-3
dps-mir-994	dme-mir-977
dps-mir-994	dme-mir-9c
dps-mir-995	dme-mir-995
dps-mir-9a	dme-mir-9a
dps-mir-9a	dme-mir-79
dps-mir-9a	dme-mir-9c
dps-mir-9a	dme-mir-4
dps-mir-9b	dme-mir-9b
dps-mir-9c	dme-mir-9c
dps-mir-9c	dme-mir-9a
dps-mir-9c	dme-mir-994
dps-mir-iab-4	dme-mir-iab-8
dps-mir-iab-4	dme-mir-iab-8
dps-mir-iab-4	dme-mir-iab-4
dps-mir-iab-4	dme-mir-iab-4
dps-mir-iab-8	dme-mir-iab-8
dps-mir-iab-8	dme-mir-iab-8
dps-mir-iab-8	dme-mir-iab-4
dps-mir-iab-8	dme-mir-iab-4
